notam_id,icao_location,q_code,category,effective_start,effective_end,body_text,full_text,char_count,word_count
A3330/24,EHAM,QARAS,AERODROME_PROCEDURE,2603071240,2603290240,FUEL NOT AVBL 4H DAILY,"A3330/24 NOTAMN
Q) EHZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603071240 C) 2603290240
E) FUEL NOT AVBL 4H DAILY",22,5
A1234/24,KLAX,QMRLC,RUNWAY_CLOSURE,2603060040,2603101040,RWY 10L CLSD DUE TO SNOW REMOVAL,"A1234/24 NOTAMN
Q) KLZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603060040 C) 2603101040
E) RWY 10L CLSD DUE TO SNOW REMOVAL",32,7
A1357/24,EGLL,QMRLT,RUNWAY_CLOSURE,2603072140,2604041940,ALL RWYS CLSD EXCEPT RWY 14R,"A1357/24 NOTAMN
Q) EGZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603072140 C) 2604041940
E) ALL RWYS CLSD EXCEPT RWY 14R",28,6
A3291/24,EGLL,QARAS,AERODROME_PROCEDURE,2603072340,2603170740,AERODROME OPERATING HOURS CHANGED 6H DAILY,"A3291/24 NOTAMN
Q) EGZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603072340 C) 2603170740
E) AERODROME OPERATING HOURS CHANGED 6H DAILY",42,6
A1845/24,OMDB,QAALT,AIRSPACE_RESTRICTION,2603092040,2604080140,TFR EFFECTIVE WITHIN 16NM RADIUS OF 4911N 01427W,"A1845/24 NOTAMN
Q) OMZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603092040 C) 2604080140
E) TFR EFFECTIVE WITHIN 16NM RADIUS OF 4911N 01427W",48,8
A2816/24,EDDF,QOBXX,OBSTACLE,2603061940,2603110340,WINDTURBINE 3511S01946W 1422FT AMSL,"A2816/24 NOTAMN
Q) EDZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603061940 C) 2603110340
E) WINDTURBINE 3511S01946W 1422FT AMSL",35,4
A1846/24,EDDF,QRPXX,AIRSPACE_RESTRICTION,2603091440,2604061440,RESTRICTED AREA P-40 ACTIVE SFC-13506FT MSL,"A1846/24 NOTAMN
Q) EDZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603091440 C) 2604061440
E) RESTRICTED AREA P-40 ACTIVE SFC-13506FT MSL",43,6
A1113/24,LFPG,QMRXX,RUNWAY_CLOSURE,2603090840,2604030640,RWY 18 STRENGTH REDUCED ACFT OVER 10T NOT AUTHORIZED,"A1113/24 NOTAMN
Q) LFZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603090840 C) 2604030640
E) RWY 18 STRENGTH REDUCED ACFT OVER 10T NOT AUTHORIZED",52,9
A1187/24,YSSY,QMRLT,RUNWAY_CLOSURE,2603062340,2603290440,RWY 05 STRENGTH REDUCED ACFT OVER 25T NOT AUTHORIZED,"A1187/24 NOTAMN
Q) YSZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603062340 C) 2603290440
E) RWY 05 STRENGTH REDUCED ACFT OVER 25T NOT AUTHORIZED",52,9
A2333/24,OMDB,QLTAS,LIGHTING,2603080140,2604051240,REIL RWY 32L U/S,"A2333/24 NOTAMN
Q) OMZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603080140 C) 2604051240
E) REIL RWY 32L U/S",16,4
A2133/24,OMDB,QAALT,AIRSPACE_RESTRICTION,2603092340,2603170140,SPECIAL FLIGHT RULES AREA ACTIVE SFC-7341FT MSL,"A2133/24 NOTAMN
Q) OMZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603092340 C) 2603170140
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-7341FT MSL",47,7
A3134/24,LFPG,QARAS,AERODROME_PROCEDURE,2603071040,2603230540,CUSTOMS NOT AVBL 5H DAILY,"A3134/24 NOTAMN
Q) LFZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603071040 C) 2603230540
E) CUSTOMS NOT AVBL 5H DAILY",25,5
A2450/24,LFPG,QLTBJ,LIGHTING,2603060840,2604010140,PAPI RWY 14R OTS,"A2450/24 NOTAMN
Q) LFZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603060840 C) 2604010140
E) PAPI RWY 14R OTS",16,4
A3004/24,LFPG,QAAXX,AERODROME_PROCEDURE,2603090740,2604041440,CUSTOMS NOT AVBL 3H DAILY,"A3004/24 NOTAMN
Q) LFZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603090740 C) 2604041440
E) CUSTOMS NOT AVBL 3H DAILY",25,5
A2463/24,RJTT,QLTBJ,LIGHTING,2603060140,2603182340,TWY B EDGE LGTS OTS,"A2463/24 NOTAMN
Q) RJZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603060140 C) 2603182340
E) TWY B EDGE LGTS OTS",19,5
A2934/24,LFPG,QOBCE,OBSTACLE,2603070940,2603141440,WINDTURBINE 4039N00313W 650FT AMSL,"A2934/24 NOTAMN
Q) LFZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603070940 C) 2603141440
E) WINDTURBINE 4039N00313W 650FT AMSL",34,4
A2017/24,LFPG,QAALT,AIRSPACE_RESTRICTION,2603092340,2604040740,TFR IN EFFECT WITHIN 9NM OF YSSY DUE TO FOD REMOVAL,"A2017/24 NOTAMN
Q) LFZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603092340 C) 2604040740
E) TFR IN EFFECT WITHIN 9NM OF YSSY DUE TO FOD REMOVAL",51,11
A2590/24,LFPG,QLTBA,LIGHTING,2603082040,2603111140,VASI RWY 27 UNSERVICEABLE,"A2590/24 NOTAMN
Q) LFZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603082040 C) 2603111140
E) VASI RWY 27 UNSERVICEABLE",25,4
A2840/24,KJFK,QOBXX,OBSTACLE,2603081240,2603150940,NEW OBSTACLE CRANE 961FT AGL WITHIN 11.1NM OF OMDB,"A2840/24 NOTAMN
Q) KJZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603081240 C) 2603150940
E) NEW OBSTACLE CRANE 961FT AGL WITHIN 11.1NM OF OMDB",50,9
A1711/24,YSSY,QNDXX,NAVIGATION_AID,2603060040,2603130240,ILS RWY 23 REDUCED CATEGORY I,"A1711/24 NOTAMN
Q) YSZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603060040 C) 2603130240
E) ILS RWY 23 REDUCED CATEGORY I",29,6
A1473/24,KLAX,QILXX,NAVIGATION_AID,2603072340,2603082040,ILS RWY 32L REDUCED CATEGORY I,"A1473/24 NOTAMN
Q) KLZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603072340 C) 2603082040
E) ILS RWY 32L REDUCED CATEGORY I",30,6
A2628/24,EGLL,QOBCE,OBSTACLE,2603080440,2604011340,OBSTACLE LGTS U/S 4929S00826E 517FT AMSL,"A2628/24 NOTAMN
Q) EGZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080440 C) 2604011340
E) OBSTACLE LGTS U/S 4929S00826E 517FT AMSL",40,6
A3069/24,EHAM,QAAXX,AERODROME_PROCEDURE,2603081140,2603151240,NOISE ABATEMENT PROC CHANGED,"A3069/24 NOTAMN
Q) EHZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603081140 C) 2603151240
E) NOISE ABATEMENT PROC CHANGED",28,4
A1971/24,EDDF,QAALT,AIRSPACE_RESTRICTION,2603091740,2603232240,TFR IN EFFECT WITHIN 12NM OF LFPG DUE TO CRACKED PAVEMENT,"A1971/24 NOTAMN
Q) EDZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603091740 C) 2603232240
E) TFR IN EFFECT WITHIN 12NM OF LFPG DUE TO CRACKED PAVEMENT",57,11
A1721/24,KATL,QNVAS,NAVIGATION_AID,2603082040,2603082340,ILS RWY 10L REDUCED CATEGORY III,"A1721/24 NOTAMN
Q) KAZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603082040 C) 2603082340
E) ILS RWY 10L REDUCED CATEGORY III",32,6
A2178/24,OMDB,QAALT,AIRSPACE_RESTRICTION,2603080240,2603150540,CLASS C AIRSPACE CHANGED TO CLASS G,"A2178/24 NOTAMN
Q) OMZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603080240 C) 2603150540
E) CLASS C AIRSPACE CHANGED TO CLASS G",35,7
A3264/24,KLAX,QARAS,AERODROME_PROCEDURE,2603092040,2604030840,ATC SERVICES NOT AVBL 4H DAILY,"A3264/24 NOTAMN
Q) KLZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603092040 C) 2604030840
E) ATC SERVICES NOT AVBL 4H DAILY",30,6
A1024/24,KATL,QMRLC,RUNWAY_CLOSURE,2603092140,2603231640,RWY 09 CLSD DUE TO MAINTENANCE,"A1024/24 NOTAMN
Q) KAZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603092140 C) 2603231640
E) RWY 09 CLSD DUE TO MAINTENANCE",30,6
A2369/24,KLAX,QLTBA,LIGHTING,2603080040,2603132140,APCH LGTS RWY 14R OTS,"A2369/24 NOTAMN
Q) KLZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603080040 C) 2603132140
E) APCH LGTS RWY 14R OTS",21,5
A3396/24,KJFK,QARAS,AERODROME_PROCEDURE,2603072240,2604041940,ATC SERVICES NOT AVBL 1H DAILY,"A3396/24 NOTAMN
Q) KJZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603072240 C) 2604041940
E) ATC SERVICES NOT AVBL 1H DAILY",30,6
A2185/24,EHAM,QDAXX,AIRSPACE_RESTRICTION,2603081740,2603221140,TFR IN EFFECT WITHIN 29NM OF KATL DUE TO EMERGENCY WORKS,"A2185/24 NOTAMN
Q) EHZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603081740 C) 2603221140
E) TFR IN EFFECT WITHIN 29NM OF KATL DUE TO EMERGENCY WORKS",56,11
A1368/24,KATL,QMRXX,RUNWAY_CLOSURE,2603072240,2603310640,TWY G CLSD,"A1368/24 NOTAMN
Q) KAZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603072240 C) 2603310640
E) TWY G CLSD",10,3
A2429/24,OMDB,QLTAS,LIGHTING,2603061940,2603241140,PAPI RWY 18 OTS,"A2429/24 NOTAMN
Q) OMZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603061940 C) 2603241140
E) PAPI RWY 18 OTS",15,4
A2911/24,EHAM,QOBXX,OBSTACLE,2603060840,2603181240,CRANE 2804FT ERECTED 9.0NM SE OF EDDF ARP,"A2911/24 NOTAMN
Q) EHZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603060840 C) 2603181240
E) CRANE 2804FT ERECTED 9.0NM SE OF EDDF ARP",41,8
A2829/24,KJFK,QOBCE,OBSTACLE,2603081740,2604031940,WINDTURBINE 5154S00822E 654FT AMSL,"A2829/24 NOTAMN
Q) KJZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603081740 C) 2604031940
E) WINDTURBINE 5154S00822E 654FT AMSL",34,4
A2900/24,KJFK,QOBXX,OBSTACLE,2603091040,2603270940,WINDTURBINE 5545N00345E 592FT AMSL,"A2900/24 NOTAMN
Q) KJZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603091040 C) 2603270940
E) WINDTURBINE 5545N00345E 592FT AMSL",34,4
A2404/24,LFPG,QLTAS,LIGHTING,2603070640,2603250640,APCH LGTS RWY 27 OTS,"A2404/24 NOTAMN
Q) LFZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603070640 C) 2603250640
E) APCH LGTS RWY 27 OTS",20,5
A1186/24,KJFK,QMRXX,RUNWAY_CLOSURE,2603081140,2603310540,RWY 27 THRESHOLD DISPLACED 10.1M,"A1186/24 NOTAMN
Q) KJZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603081140 C) 2603310540
E) RWY 27 THRESHOLD DISPLACED 10.1M",32,5
A1722/24,KJFK,QNVXX,NAVIGATION_AID,2603071740,2603300040,GP RWY 32L NOT AVAILABLE,"A1722/24 NOTAMN
Q) KJZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603071740 C) 2603300040
E) GP RWY 32L NOT AVAILABLE",24,5
A1884/24,EHAM,QDAXX,AIRSPACE_RESTRICTION,2603060940,2603160640,CLASS D AIRSPACE CHANGED TO CLASS G,"A1884/24 NOTAMN
Q) EHZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603060940 C) 2603160640
E) CLASS D AIRSPACE CHANGED TO CLASS G",35,7
A1145/24,YSSY,QMRLC,RUNWAY_CLOSURE,2603061540,2603310540,TWY B CLSD,"A1145/24 NOTAMN
Q) YSZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603061540 C) 2603310540
E) TWY B CLSD",10,3
A2451/24,KJFK,QLTAS,LIGHTING,2603060440,2603252340,REIL RWY 27 U/S,"A2451/24 NOTAMN
Q) KJZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603060440 C) 2603252340
E) REIL RWY 27 U/S",15,4
A1569/24,OMDB,QILXX,NAVIGATION_AID,2603060040,2603171640,ILS RWY 05 NOT AVAILABLE,"A1569/24 NOTAMN
Q) OMZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603060040 C) 2603171640
E) ILS RWY 05 NOT AVAILABLE",24,5
A2026/24,EDDF,QRTCA,AIRSPACE_RESTRICTION,2603082240,2604012340,TFR EFFECTIVE WITHIN 27NM RADIUS OF 3738N 01916W,"A2026/24 NOTAMN
Q) EDZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603082240 C) 2604012340
E) TFR EFFECTIVE WITHIN 27NM RADIUS OF 3738N 01916W",48,8
A1899/24,RJTT,QRTCA,AIRSPACE_RESTRICTION,2603091240,2604080540,TFR IN EFFECT WITHIN 23NM OF EGLL DUE TO EMERGENCY WORKS,"A1899/24 NOTAMN
Q) RJZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603091240 C) 2604080540
E) TFR IN EFFECT WITHIN 23NM OF EGLL DUE TO EMERGENCY WORKS",56,11
A3247/24,OMDB,QAAXX,AERODROME_PROCEDURE,2603090440,2603310740,NOISE ABATEMENT PROC CHANGED,"A3247/24 NOTAMN
Q) OMZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090440 C) 2603310740
E) NOISE ABATEMENT PROC CHANGED",28,4
A1868/24,KATL,QRTCA,AIRSPACE_RESTRICTION,2603072240,2603242240,SPECIAL FLIGHT RULES AREA ACTIVE SFC-7544FT MSL,"A1868/24 NOTAMN
Q) KAZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603072240 C) 2603242240
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-7544FT MSL",47,7
A2552/24,KLAX,QLTBJ,LIGHTING,2603091140,2604041940,PAPI RWY 28R OTS,"A2552/24 NOTAMN
Q) KLZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603091140 C) 2604041940
E) PAPI RWY 28R OTS",16,4
A3381/24,EHAM,QAAXX,AERODROME_PROCEDURE,2603090440,2603151140,PPR REQUIRED FOR ALL ACFT OVER 15T,"A3381/24 NOTAMN
Q) EHZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603090440 C) 2603151140
E) PPR REQUIRED FOR ALL ACFT OVER 15T",34,7
A2811/24,RJTT,QOBCE,OBSTACLE,2603091940,2603181940,MULTIPLE CRANES MAX 1839FT AGL WITHIN 1.2NM,"A2811/24 NOTAMN
Q) RJZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603091940 C) 2603181940
E) MULTIPLE CRANES MAX 1839FT AGL WITHIN 1.2NM",43,7
A3165/24,LFPG,QARAS,AERODROME_PROCEDURE,2603081840,2603300740,CUSTOMS NOT AVBL 5H DAILY,"A3165/24 NOTAMN
Q) LFZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603081840 C) 2603300740
E) CUSTOMS NOT AVBL 5H DAILY",25,5
A2925/24,KJFK,QOBXX,OBSTACLE,2603071940,2603141540,TOWER ERECTED 3010N02052W HEIGHT 2881FT AMSL,"A2925/24 NOTAMN
Q) KJZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603071940 C) 2603141540
E) TOWER ERECTED 3010N02052W HEIGHT 2881FT AMSL",44,6
A1121/24,KATL,QMRXX,RUNWAY_CLOSURE,2603060340,2603292240,RWY 10L CLSD 3H DAILY,"A1121/24 NOTAMN
Q) KAZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603060340 C) 2603292240
E) RWY 10L CLSD 3H DAILY",21,5
A1818/24,EHAM,QRPXX,AIRSPACE_RESTRICTION,2603071140,2603130940,AIRSPACE B ACTIVATED SFC-1694FT AMSL,"A1818/24 NOTAMN
Q) EHZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603071140 C) 2603130940
E) AIRSPACE B ACTIVATED SFC-1694FT AMSL",36,5
A2092/24,KATL,QRPXX,AIRSPACE_RESTRICTION,2603052340,2603310140,TFR IN EFFECT WITHIN 7NM OF KATL DUE TO SNOW REMOVAL,"A2092/24 NOTAMN
Q) KAZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603052340 C) 2603310140
E) TFR IN EFFECT WITHIN 7NM OF KATL DUE TO SNOW REMOVAL",52,11
A1289/24,KJFK,QMRLC,RUNWAY_CLOSURE,2603090840,2604080240,RWY 27 STRENGTH REDUCED ACFT OVER 50T NOT AUTHORIZED,"A1289/24 NOTAMN
Q) KJZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090840 C) 2604080240
E) RWY 27 STRENGTH REDUCED ACFT OVER 50T NOT AUTHORIZED",52,9
A2028/24,OMDB,QRPXX,AIRSPACE_RESTRICTION,2603081640,2603232240,PROHIBITED AREA D-201 ACTIVATED,"A2028/24 NOTAMN
Q) OMZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603081640 C) 2603232240
E) PROHIBITED AREA D-201 ACTIVATED",31,4
A1518/24,KJFK,QILXX,NAVIGATION_AID,2603092240,2603111640,ILS RWY 10L NOT AVAILABLE,"A1518/24 NOTAMN
Q) KJZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603092240 C) 2603111640
E) ILS RWY 10L NOT AVAILABLE",25,5
A3190/24,EHAM,QARAS,AERODROME_PROCEDURE,2603090140,2603201040,ATC SERVICES NOT AVBL 5H DAILY,"A3190/24 NOTAMN
Q) EHZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603090140 C) 2603201040
E) ATC SERVICES NOT AVBL 5H DAILY",30,6
A2074/24,EGLL,QRPXX,AIRSPACE_RESTRICTION,2603080540,2604010140,TFR IN EFFECT WITHIN 23NM OF KATL DUE TO INSPECTION,"A2074/24 NOTAMN
Q) EGZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080540 C) 2604010140
E) TFR IN EFFECT WITHIN 23NM OF KATL DUE TO INSPECTION",51,10
A1606/24,EDDF,QNDXX,NAVIGATION_AID,2603090940,2603160940,ILS RWY 23 NOT AVAILABLE,"A1606/24 NOTAMN
Q) EDZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603090940 C) 2603160940
E) ILS RWY 23 NOT AVAILABLE",24,5
A2644/24,LFPG,QOBCE,OBSTACLE,2603071940,2603191740,CONSTRUCTION CRANE 1579FT MSL WITHIN 6.7NM ARP,"A2644/24 NOTAMN
Q) LFZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603071940 C) 2603191740
E) CONSTRUCTION CRANE 1579FT MSL WITHIN 6.7NM ARP",46,7
A1780/24,KJFK,QNVXX,NAVIGATION_AID,2603070040,2603231440,LOC RWY 28R UNRELIABLE WITHIN 4.7NM,"A1780/24 NOTAMN
Q) KJZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603070040 C) 2603231440
E) LOC RWY 28R UNRELIABLE WITHIN 4.7NM",35,6
A3357/24,KATL,QAAXX,AERODROME_PROCEDURE,2603091940,2603171540,PPR REQUIRED FOR ALL ACFT OVER 100T,"A3357/24 NOTAMN
Q) KAZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603091940 C) 2603171540
E) PPR REQUIRED FOR ALL ACFT OVER 100T",35,7
A1482/24,KATL,QNVAS,NAVIGATION_AID,2603080240,2603261340,DME LND UNMON,"A1482/24 NOTAMN
Q) KAZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603080240 C) 2603261340
E) DME LND UNMON",13,3
A3328/24,LFPG,QAAXX,AERODROME_PROCEDURE,2603092140,2604070340,FUEL AVBL H24,"A3328/24 NOTAMN
Q) LFZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603092140 C) 2604070340
E) FUEL AVBL H24",13,3
A2594/24,YSSY,QLTBJ,LIGHTING,2603081840,2603190140,TWY E EDGE LGTS OTS,"A2594/24 NOTAMN
Q) YSZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603081840 C) 2603190140
E) TWY E EDGE LGTS OTS",19,5
A2785/24,OMDB,QOBCE,OBSTACLE,2603090940,2603302040,NEW OBSTACLE CRANE 1225FT AGL WITHIN 2.2NM OF EGLL,"A2785/24 NOTAMN
Q) OMZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090940 C) 2603302040
E) NEW OBSTACLE CRANE 1225FT AGL WITHIN 2.2NM OF EGLL",50,9
A2396/24,EGLL,QLTBJ,LIGHTING,2603092240,2604010340,REIL RWY 32L U/S,"A2396/24 NOTAMN
Q) EGZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603092240 C) 2604010340
E) REIL RWY 32L U/S",16,4
A2669/24,EDDF,QOBCE,OBSTACLE,2603071740,2603090840,TOWER ERECTED 4132S01413E HEIGHT 2298FT AMSL,"A2669/24 NOTAMN
Q) EDZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603071740 C) 2603090840
E) TOWER ERECTED 4132S01413E HEIGHT 2298FT AMSL",44,6
A1423/24,KLAX,QILXX,NAVIGATION_AID,2603070440,2603311240,TACAN DET REDUCED POWER 57 PCT,"A1423/24 NOTAMN
Q) KLZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603070440 C) 2603311240
E) TACAN DET REDUCED POWER 57 PCT",30,6
A1946/24,KLAX,QAALT,AIRSPACE_RESTRICTION,2603091140,2603192140,PROHIBITED AREA W-497 ACTIVATED,"A1946/24 NOTAMN
Q) KLZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603091140 C) 2603192140
E) PROHIBITED AREA W-497 ACTIVATED",31,4
A2919/24,RJTT,QOBCE,OBSTACLE,2603080740,2604011940,WINDTURBINE 3829N01810E 1605FT AMSL,"A2919/24 NOTAMN
Q) RJZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603080740 C) 2604011940
E) WINDTURBINE 3829N01810E 1605FT AMSL",35,4
A3162/24,RJTT,QAFXX,AERODROME_PROCEDURE,2603080140,2604032240,NOISE ABATEMENT PROC CHANGED,"A3162/24 NOTAMN
Q) RJZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603080140 C) 2604032240
E) NOISE ABATEMENT PROC CHANGED",28,4
A2605/24,OMDB,QOBCE,OBSTACLE,2603072040,2604010140,TOWER ERECTED 3321N01513E HEIGHT 2755FT AMSL,"A2605/24 NOTAMN
Q) OMZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603072040 C) 2604010140
E) TOWER ERECTED 3321N01513E HEIGHT 2755FT AMSL",44,6
A2222/24,KJFK,QLTBJ,LIGHTING,2603071840,2603231140,APRON LGTS PARTLY U/S,"A2222/24 NOTAMN
Q) KJZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603071840 C) 2603231140
E) APRON LGTS PARTLY U/S",21,4
A2723/24,EGLL,QOBXX,OBSTACLE,2603061140,2603300040,CONSTRUCTION CRANE 1976FT MSL WITHIN 4.5NM ARP,"A2723/24 NOTAMN
Q) EGZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603061140 C) 2603300040
E) CONSTRUCTION CRANE 1976FT MSL WITHIN 4.5NM ARP",46,7
A3242/24,KJFK,QAAXX,AERODROME_PROCEDURE,2603090940,2603300940,FUEL AVBL H24,"A3242/24 NOTAMN
Q) KJZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090940 C) 2603300940
E) FUEL AVBL H24",13,3
A1872/24,EHAM,QDAXX,AIRSPACE_RESTRICTION,2603052340,2603140040,CLASS D AIRSPACE CHANGED TO CLASS C,"A1872/24 NOTAMN
Q) EHZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603052340 C) 2603140040
E) CLASS D AIRSPACE CHANGED TO CLASS C",35,7
A2882/24,KLAX,QOBCE,OBSTACLE,2603092340,2603211440,OBSTACLE LGTS U/S 4542S01443W 1237FT AMSL,"A2882/24 NOTAMN
Q) KLZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603092340 C) 2603211440
E) OBSTACLE LGTS U/S 4542S01443W 1237FT AMSL",41,6
A2420/24,KLAX,QLTAS,LIGHTING,2603062240,2603291340,VASI RWY 10L UNSERVICEABLE,"A2420/24 NOTAMN
Q) KLZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603062240 C) 2603291340
E) VASI RWY 10L UNSERVICEABLE",26,4
A2159/24,RJTT,QAALT,AIRSPACE_RESTRICTION,2603071140,2603100640,CLASS D AIRSPACE CHANGED TO CLASS G,"A2159/24 NOTAMN
Q) RJZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603071140 C) 2603100640
E) CLASS D AIRSPACE CHANGED TO CLASS G",35,7
A2992/24,EGLL,QOBCE,OBSTACLE,2603080640,2603212340,CRANE 2027FT ERECTED 1.9NM N OF LFPG ARP,"A2992/24 NOTAMN
Q) EGZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080640 C) 2603212340
E) CRANE 2027FT ERECTED 1.9NM N OF LFPG ARP",40,8
A1644/24,OMDB,QNVXX,NAVIGATION_AID,2603082040,2604060540,ILS RWY 18 REDUCED CATEGORY I,"A1644/24 NOTAMN
Q) OMZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603082040 C) 2604060540
E) ILS RWY 18 REDUCED CATEGORY I",29,6
