notam_id,icao_location,q_code,category,effective_start,effective_end,body_text,full_text,char_count,word_count,text_length,token_count,clean_text
A2932/24,KJFK,QOBCE,OBSTACLE,2603071740,2603130040,MULTIPLE CRANES MAX 2103FT AGL WITHIN 10.2NM,"A2932/24 NOTAMN
Q) KJZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603071740 C) 2603130040
E) MULTIPLE CRANES MAX 2103FT AGL WITHIN 10.2NM",44,7,44,7,multiple cranes max agl
A3257/24,KLAX,QAAXX,AERODROME_PROCEDURE,2603070840,2603151240,FUEL NOT AVBL 5H DAILY,"A3257/24 NOTAMN
Q) KLZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603070840 C) 2603151240
E) FUEL NOT AVBL 5H DAILY",22,5,22,5,fuel daily
A1056/24,EGLL,QMRLT,RUNWAY_CLOSURE,2603071540,2603172340,RWY 32L STRENGTH REDUCED ACFT OVER 25T NOT AUTHORIZED,"A1056/24 NOTAMN
Q) EGZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603071540 C) 2603172340
E) RWY 32L STRENGTH REDUCED ACFT OVER 25T NOT AUTHORIZED",53,9,53,9,strength reduced authorized
A1759/24,EHAM,QNVXX,NAVIGATION_AID,2603080940,2603141340,TACAN DET REDUCED POWER 58 PCT,"A1759/24 NOTAMN
Q) EHZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603080940 C) 2603141340
E) TACAN DET REDUCED POWER 58 PCT",30,6,30,6,tacan det reduced power pct
A2337/24,EHAM,QLTBA,LIGHTING,2603081140,2603250240,APRON LGTS PARTLY U/S,"A2337/24 NOTAMN
Q) EHZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603081140 C) 2603250240
E) APRON LGTS PARTLY U/S",21,4,21,4,apron lgts partly
A3014/24,KATL,QAAXX,AERODROME_PROCEDURE,2603060540,2603251740,NOISE ABATEMENT PROC CHANGED,"A3014/24 NOTAMN
Q) KAZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603060540 C) 2603251740
E) NOISE ABATEMENT PROC CHANGED",28,4,28,4,noise abatement proc changed
A2660/24,YSSY,QOBCE,OBSTACLE,2603080840,2603252240,TOWER ERECTED 5445N00119E HEIGHT 489FT AMSL,"A2660/24 NOTAMN
Q) YSZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603080840 C) 2603252240
E) TOWER ERECTED 5445N00119E HEIGHT 489FT AMSL",43,6,43,6,tower erected height amsl
A1594/24,KLAX,QNDXX,NAVIGATION_AID,2603072040,2603300240,VOR DET UNSERVICEABLE,"A1594/24 NOTAMN
Q) KLZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603072040 C) 2603300240
E) VOR DET UNSERVICEABLE",21,3,21,3,vor det unserviceable
A1523/24,YSSY,QNVXX,NAVIGATION_AID,2603071740,2603082040,LOC RWY 10R UNRELIABLE WITHIN 0.5NM,"A1523/24 NOTAMN
Q) YSZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603071740 C) 2603082040
E) LOC RWY 10R UNRELIABLE WITHIN 0.5NM",35,6,35,6,loc unreliable
A2398/24,KJFK,QLTBA,LIGHTING,2603061140,2604040440,VASI RWY 23 UNSERVICEABLE,"A2398/24 NOTAMN
Q) KJZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603061140 C) 2604040440
E) VASI RWY 23 UNSERVICEABLE",25,4,25,4,vasi unserviceable
A3250/24,EHAM,QARAS,AERODROME_PROCEDURE,2603091840,2603202340,AERODROME UNSERVICEABLE,"A3250/24 NOTAMN
Q) EHZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603091840 C) 2603202340
E) AERODROME UNSERVICEABLE",23,2,23,2,aerodrome unserviceable
A2796/24,KLAX,QOBCE,OBSTACLE,2603071740,2603300940,CONSTRUCTION CRANE 3465FT MSL WITHIN 3.0NM ARP,"A2796/24 NOTAMN
Q) KLZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603071740 C) 2603300940
E) CONSTRUCTION CRANE 3465FT MSL WITHIN 3.0NM ARP",46,7,46,7,construction crane msl arp
A1120/24,KATL,QMRLT,RUNWAY_CLOSURE,2603061840,2603301440,RWY 28L CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1120/24 NOTAMN
Q) KAZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603061840 C) 2603301440
E) RWY 28L CLSD TO ALL ACFT EXCEPT EMERGENCY",41,8,41,8,except emergency
A1214/24,RJTT,QMRXX,RUNWAY_CLOSURE,2603082040,2603091540,RWY 23 CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1214/24 NOTAMN
Q) RJZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603082040 C) 2603091540
E) RWY 23 CLSD TO ALL ACFT EXCEPT EMERGENCY",40,8,40,8,except emergency
A1701/24,OMDB,QNVAS,NAVIGATION_AID,2603080940,2603211440,ILS CAT I RWY 10L NOT AUTH,"A1701/24 NOTAMN
Q) OMZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603080940 C) 2603211440
E) ILS CAT I RWY 10L NOT AUTH",26,7,26,7,ils cat
A1526/24,KJFK,QILXX,NAVIGATION_AID,2603070840,2604011540,ILS RWY 23 NOT AVAILABLE,"A1526/24 NOTAMN
Q) KJZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603070840 C) 2604011540
E) ILS RWY 23 NOT AVAILABLE",24,5,24,5,ils available
A2975/24,YSSY,QOBXX,OBSTACLE,2603081440,2604010340,TOWER ERECTED 4923N00608W HEIGHT 1165FT AMSL,"A2975/24 NOTAMN
Q) YSZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603081440 C) 2604010340
E) TOWER ERECTED 4923N00608W HEIGHT 1165FT AMSL",44,6,44,6,tower erected height amsl
A2722/24,RJTT,QOBXX,OBSTACLE,2603070140,2603291340,OBSTACLE LGTS U/S 3730N00511W 3215FT AMSL,"A2722/24 NOTAMN
Q) RJZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603070140 C) 2603291340
E) OBSTACLE LGTS U/S 3730N00511W 3215FT AMSL",41,6,41,6,obstacle lgts amsl
A2149/24,KLAX,QRPXX,AIRSPACE_RESTRICTION,2603071940,2603241840,TFR EFFECTIVE WITHIN 11NM RADIUS OF 4856N 01712W,"A2149/24 NOTAMN
Q) KLZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603071940 C) 2603241840
E) TFR EFFECTIVE WITHIN 11NM RADIUS OF 4856N 01712W",48,8,48,8,tfr radius
A3135/24,YSSY,QAAXX,AERODROME_PROCEDURE,2603092240,2603120840,NOISE ABATEMENT PROC CHANGED,"A3135/24 NOTAMN
Q) YSZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603092240 C) 2603120840
E) NOISE ABATEMENT PROC CHANGED",28,4,28,4,noise abatement proc changed
A3101/24,LFPG,QARAS,AERODROME_PROCEDURE,2603071640,2603281240,AERODROME UNSERVICEABLE,"A3101/24 NOTAMN
Q) LFZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603071640 C) 2603281240
E) AERODROME UNSERVICEABLE",23,2,23,2,aerodrome unserviceable
A2619/24,OMDB,QOBXX,OBSTACLE,2603090840,2603130640,CONSTRUCTION CRANE 763FT MSL WITHIN 5.8NM ARP,"A2619/24 NOTAMN
Q) OMZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090840 C) 2603130640
E) CONSTRUCTION CRANE 763FT MSL WITHIN 5.8NM ARP",45,7,45,7,construction crane msl arp
A1395/24,EDDF,QMRLT,RUNWAY_CLOSURE,2603060240,2603150340,RWY 23 CLSD FOR MAINTENANCE,"A1395/24 NOTAMN
Q) EDZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603060240 C) 2603150340
E) RWY 23 CLSD FOR MAINTENANCE",27,5,27,5,maintenance
A2009/24,EDDF,QDAXX,AIRSPACE_RESTRICTION,2603081440,2603272140,UAS OPERATIONS PROHIBITED WI 15NM OF KATL,"A2009/24 NOTAMN
Q) EDZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603081440 C) 2603272140
E) UAS OPERATIONS PROHIBITED WI 15NM OF KATL",41,7,41,7,uas operations prohibited katl
A1171/24,KJFK,QMRLC,RUNWAY_CLOSURE,2603090540,2604061040,RWY 32L STRENGTH REDUCED ACFT OVER 5T NOT AUTHORIZED,"A1171/24 NOTAMN
Q) KJZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090540 C) 2604061040
E) RWY 32L STRENGTH REDUCED ACFT OVER 5T NOT AUTHORIZED",52,9,52,9,strength reduced authorized
A1299/24,KLAX,QMRLT,RUNWAY_CLOSURE,2603070540,2604032340,ALL RWYS CLSD EXCEPT RWY 28R,"A1299/24 NOTAMN
Q) KLZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603070540 C) 2604032340
E) ALL RWYS CLSD EXCEPT RWY 28R",28,6,28,6,rwys except
A2454/24,YSSY,QLTBA,LIGHTING,2603071240,2603160940,APCH LGTS RWY 28R OTS,"A2454/24 NOTAMN
Q) YSZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603071240 C) 2603160940
E) APCH LGTS RWY 28R OTS",21,5,21,5,apch lgts
A3196/24,KJFK,QAFXX,AERODROME_PROCEDURE,2603071740,2603142340,FUEL AVBL H24,"A3196/24 NOTAMN
Q) KJZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603071740 C) 2603142340
E) FUEL AVBL H24",13,3,13,3,fuel
A1254/24,YSSY,QMRLT,RUNWAY_CLOSURE,2603060040,2603250940,RWY 09 CLSD DUE TO CONSTRUCTION WIP,"A1254/24 NOTAMN
Q) YSZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603060040 C) 2603250940
E) RWY 09 CLSD DUE TO CONSTRUCTION WIP",35,7,35,7,construction wip
A2753/24,YSSY,QOBCE,OBSTACLE,2603060040,2603140540,CONSTRUCTION CRANE 2959FT MSL WITHIN 4.8NM ARP,"A2753/24 NOTAMN
Q) YSZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603060040 C) 2603140540
E) CONSTRUCTION CRANE 2959FT MSL WITHIN 4.8NM ARP",46,7,46,7,construction crane msl arp
A2226/24,EHAM,QLTAS,LIGHTING,2603090040,2603240140,HIRL RWY 28R REDUCED TO MIRL,"A2226/24 NOTAMN
Q) EHZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603090040 C) 2603240140
E) HIRL RWY 28R REDUCED TO MIRL",28,6,28,6,hirl reduced mirl
A1448/24,KJFK,QNVAS,NAVIGATION_AID,2603092040,2603121140,VOR LND REDUCED POWER 79 PCT,"A1448/24 NOTAMN
Q) KJZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603092040 C) 2603121140
E) VOR LND REDUCED POWER 79 PCT",28,6,28,6,vor lnd reduced power pct
A1327/24,KJFK,QMRLC,RUNWAY_CLOSURE,2603060140,2604021340,RWY 05 CLSD DUE TO BIRD STRIKE,"A1327/24 NOTAMN
Q) KJZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603060140 C) 2604021340
E) RWY 05 CLSD DUE TO BIRD STRIKE",30,7,30,7,bird strike
A1128/24,RJTT,QMRXX,RUNWAY_CLOSURE,2603081640,2603271740,RWY 09 STRENGTH REDUCED ACFT OVER 10T NOT AUTHORIZED,"A1128/24 NOTAMN
Q) RJZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603081640 C) 2603271740
E) RWY 09 STRENGTH REDUCED ACFT OVER 10T NOT AUTHORIZED",52,9,52,9,strength reduced authorized
A2623/24,EHAM,QOBXX,OBSTACLE,2603061040,2603101340,CONSTRUCTION CRANE 2882FT MSL WITHIN 10.6NM ARP,"A2623/24 NOTAMN
Q) EHZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603061040 C) 2603101340
E) CONSTRUCTION CRANE 2882FT MSL WITHIN 10.6NM ARP",47,7,47,7,construction crane msl arp
A2649/24,EHAM,QOBCE,OBSTACLE,2603080040,2603182140,WINDTURBINE 5122S01145W 1763FT AMSL,"A2649/24 NOTAMN
Q) EHZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603080040 C) 2603182140
E) WINDTURBINE 5122S01145W 1763FT AMSL",35,4,35,4,windturbine amsl
A2737/24,OMDB,QOBXX,OBSTACLE,2603091840,2604070440,CRANE 3380FT ERECTED 6.3NM S OF LFPG ARP,"A2737/24 NOTAMN
Q) OMZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603091840 C) 2604070440
E) CRANE 3380FT ERECTED 6.3NM S OF LFPG ARP",40,8,40,8,crane erected lfpg arp
A3296/24,EDDF,QARAS,AERODROME_PROCEDURE,2603090240,2603180940,AERODROME OPERATING HOURS CHANGED 2H DAILY,"A3296/24 NOTAMN
Q) EDZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603090240 C) 2603180940
E) AERODROME OPERATING HOURS CHANGED 2H DAILY",42,6,42,6,aerodrome operating hours changed daily
A3183/24,EGLL,QAFXX,AERODROME_PROCEDURE,2603080540,2603140040,PPR REQUIRED FOR ALL ACFT OVER 5T,"A3183/24 NOTAMN
Q) EGZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080540 C) 2603140040
E) PPR REQUIRED FOR ALL ACFT OVER 5T",33,7,33,7,required
A1358/24,RJTT,QMRXX,RUNWAY_CLOSURE,2603091840,2603292040,RWY 32L CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1358/24 NOTAMN
Q) RJZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603091840 C) 2603292040
E) RWY 32L CLSD TO ALL ACFT EXCEPT EMERGENCY",41,8,41,8,except emergency
A1014/24,RJTT,QMRLT,RUNWAY_CLOSURE,2603081040,2603101440,RWY 14R THRESHOLD DISPLACED 6.5M,"A1014/24 NOTAMN
Q) RJZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603081040 C) 2603101440
E) RWY 14R THRESHOLD DISPLACED 6.5M",32,5,32,5,threshold displaced
A1080/24,RJTT,QMRLC,RUNWAY_CLOSURE,2603092240,2604010240,ALL RWYS CLSD EXCEPT RWY 05,"A1080/24 NOTAMN
Q) RJZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603092240 C) 2604010240
E) ALL RWYS CLSD EXCEPT RWY 05",27,6,27,6,rwys except
A1390/24,EDDF,QMRLC,RUNWAY_CLOSURE,2603061340,2603302240,RWY 28R CLSD DUE TO INSPECTION,"A1390/24 NOTAMN
Q) EDZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603061340 C) 2603302240
E) RWY 28R CLSD DUE TO INSPECTION",30,6,30,6,inspection
A1658/24,EDDF,QILXX,NAVIGATION_AID,2603080140,2604060140,GP RWY 32L NOT AVAILABLE,"A1658/24 NOTAMN
Q) EDZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603080140 C) 2604060140
E) GP RWY 32L NOT AVAILABLE",24,5,24,5,available
A1418/24,LFPG,QNDXX,NAVIGATION_AID,2603092040,2603290840,ILS RWY 32L NOT AVAILABLE,"A1418/24 NOTAMN
Q) LFZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603092040 C) 2603290840
E) ILS RWY 32L NOT AVAILABLE",25,5,25,5,ils available
A2019/24,YSSY,QAALT,AIRSPACE_RESTRICTION,2603070340,2603091540,PROHIBITED AREA D-201 ACTIVATED,"A2019/24 NOTAMN
Q) YSZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603070340 C) 2603091540
E) PROHIBITED AREA D-201 ACTIVATED",31,4,31,4,prohibited area activated
A3146/24,EDDF,QAAXX,AERODROME_PROCEDURE,2603071540,2603281340,EMERGENCY SERVICES REDUCED,"A3146/24 NOTAMN
Q) EDZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603071540 C) 2603281340
E) EMERGENCY SERVICES REDUCED",26,3,26,3,emergency services reduced
A1761/24,RJTT,QNVXX,NAVIGATION_AID,2603070840,2603302040,DME BNN REDUCED POWER 71 PCT,"A1761/24 NOTAMN
Q) RJZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603070840 C) 2603302040
E) DME BNN REDUCED POWER 71 PCT",28,6,28,6,dme bnn reduced power pct
A1632/24,EHAM,QILXX,NAVIGATION_AID,2603060440,2603241440,ILS RWY 28L NOT AVAILABLE,"A1632/24 NOTAMN
Q) EHZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603060440 C) 2603241440
E) ILS RWY 28L NOT AVAILABLE",25,5,25,5,ils available
A1863/24,YSSY,QAALT,AIRSPACE_RESTRICTION,2603070440,2603272140,AIRSPACE B ACTIVATED SFC-1398FT AMSL,"A1863/24 NOTAMN
Q) YSZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603070440 C) 2603272140
E) AIRSPACE B ACTIVATED SFC-1398FT AMSL",36,5,36,5,airspace activated sfc amsl
A1813/24,EGLL,QAALT,AIRSPACE_RESTRICTION,2603080640,2603120640,TFR EFFECTIVE WITHIN 29NM RADIUS OF 4450N 00325W,"A1813/24 NOTAMN
Q) EGZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080640 C) 2603120640
E) TFR EFFECTIVE WITHIN 29NM RADIUS OF 4450N 00325W",48,8,48,8,tfr radius
A1319/24,KATL,QMRLT,RUNWAY_CLOSURE,2603061240,2603271740,RWY 09 CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1319/24 NOTAMN
Q) KAZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603061240 C) 2603271740
E) RWY 09 CLSD TO ALL ACFT EXCEPT EMERGENCY",40,8,40,8,except emergency
A2073/24,KATL,QRTCA,AIRSPACE_RESTRICTION,2603071340,2603122040,TFR EFFECTIVE WITHIN 18NM RADIUS OF 3549N 01427W,"A2073/24 NOTAMN
Q) KAZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603071340 C) 2603122040
E) TFR EFFECTIVE WITHIN 18NM RADIUS OF 3549N 01427W",48,8,48,8,tfr radius
A2972/24,EDDF,QOBXX,OBSTACLE,2603061540,2603180940,WINDTURBINE 4531N01648E 245FT AMSL,"A2972/24 NOTAMN
Q) EDZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603061540 C) 2603180940
E) WINDTURBINE 4531N01648E 245FT AMSL",34,4,34,4,windturbine amsl
A2207/24,KLAX,QLTBJ,LIGHTING,2603080740,2603252340,PAPI RWY 28L OTS,"A2207/24 NOTAMN
Q) KLZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603080740 C) 2603252340
E) PAPI RWY 28L OTS",16,4,16,4,papi
A2931/24,LFPG,QOBXX,OBSTACLE,2603082140,2604050640,WINDTURBINE 3803N01551W 1771FT AMSL,"A2931/24 NOTAMN
Q) LFZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603082140 C) 2604050640
E) WINDTURBINE 3803N01551W 1771FT AMSL",35,4,35,4,windturbine amsl
A3025/24,EHAM,QAAXX,AERODROME_PROCEDURE,2603060040,2603201640,FUEL AVBL H24,"A3025/24 NOTAMN
Q) EHZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603060040 C) 2603201640
E) FUEL AVBL H24",13,3,13,3,fuel
A1709/24,KJFK,QILXX,NAVIGATION_AID,2603091840,2603131840,ILS RWY 09 NOT AVAILABLE,"A1709/24 NOTAMN
Q) KJZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603091840 C) 2603131840
E) ILS RWY 09 NOT AVAILABLE",24,5,24,5,ils available
A3188/24,EGLL,QARAS,AERODROME_PROCEDURE,2603080440,2603310640,CUSTOMS NOT AVBL 1H DAILY,"A3188/24 NOTAMN
Q) EGZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080440 C) 2603310640
E) CUSTOMS NOT AVBL 1H DAILY",25,5,25,5,customs daily
A1578/24,KATL,QNVAS,NAVIGATION_AID,2603090540,2604031140,LOC RWY 36 UNRELIABLE WITHIN 1.8NM,"A1578/24 NOTAMN
Q) KAZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603090540 C) 2604031140
E) LOC RWY 36 UNRELIABLE WITHIN 1.8NM",34,6,34,6,loc unreliable
A2153/24,YSSY,QRTCA,AIRSPACE_RESTRICTION,2603090840,2604021140,CLASS E AIRSPACE CHANGED TO CLASS E,"A2153/24 NOTAMN
Q) YSZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603090840 C) 2604021140
E) CLASS E AIRSPACE CHANGED TO CLASS E",35,7,35,7,class airspace changed class
A2971/24,LFPG,QOBCE,OBSTACLE,2603081740,2604060240,CRANE 1113FT ERECTED 4.2NM E OF KLAX ARP,"A2971/24 NOTAMN
Q) LFZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603081740 C) 2604060240
E) CRANE 1113FT ERECTED 4.2NM E OF KLAX ARP",40,8,40,8,crane erected klax arp
A2164/24,OMDB,QRPXX,AIRSPACE_RESTRICTION,2603060640,2604040940,TFR IN EFFECT WITHIN 27NM OF KLAX DUE TO INSPECTION,"A2164/24 NOTAMN
Q) OMZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603060640 C) 2604040940
E) TFR IN EFFECT WITHIN 27NM OF KLAX DUE TO INSPECTION",51,10,51,10,tfr effect klax inspection
A1156/24,YSSY,QMRLT,RUNWAY_CLOSURE,2603070740,2603091040,RWY 18 STRENGTH REDUCED ACFT OVER 5T NOT AUTHORIZED,"A1156/24 NOTAMN
Q) YSZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603070740 C) 2603091040
E) RWY 18 STRENGTH REDUCED ACFT OVER 5T NOT AUTHORIZED",51,9,51,9,strength reduced authorized
A2733/24,KJFK,QOBXX,OBSTACLE,2603081840,2603312040,NEW OBSTACLE CRANE 3228FT AGL WITHIN 9.4NM OF KLAX,"A2733/24 NOTAMN
Q) KJZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603081840 C) 2603312040
E) NEW OBSTACLE CRANE 3228FT AGL WITHIN 9.4NM OF KLAX",50,9,50,9,new obstacle crane agl klax
A1688/24,EGLL,QNVAS,NAVIGATION_AID,2603052340,2603192140,ILS RWY 36 REDUCED CATEGORY I,"A1688/24 NOTAMN
Q) EGZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603052340 C) 2603192140
E) ILS RWY 36 REDUCED CATEGORY I",29,6,29,6,ils reduced category
A1874/24,KLAX,QAALT,AIRSPACE_RESTRICTION,2603090640,2603162140,TFR EFFECTIVE WITHIN 28NM RADIUS OF 4724N 01023W,"A1874/24 NOTAMN
Q) KLZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603090640 C) 2603162140
E) TFR EFFECTIVE WITHIN 28NM RADIUS OF 4724N 01023W",48,8,48,8,tfr radius
A1921/24,EHAM,QRPXX,AIRSPACE_RESTRICTION,2603072140,2603190140,AIRSPACE C ACTIVATED SFC-1915FT AMSL,"A1921/24 NOTAMN
Q) EHZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603072140 C) 2603190140
E) AIRSPACE C ACTIVATED SFC-1915FT AMSL",36,5,36,5,airspace activated sfc amsl
A2309/24,YSSY,QLTAS,LIGHTING,2603052340,2604040240,PAPI RWY 05 OTS,"A2309/24 NOTAMN
Q) YSZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603052340 C) 2604040240
E) PAPI RWY 05 OTS",15,4,15,4,papi
A1724/24,KJFK,QILXX,NAVIGATION_AID,2603091840,2603262040,LOC RWY 28L UNRELIABLE WITHIN 14.6NM,"A1724/24 NOTAMN
Q) KJZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603091840 C) 2603262040
E) LOC RWY 28L UNRELIABLE WITHIN 14.6NM",36,6,36,6,loc unreliable
A2415/24,YSSY,QLTBA,LIGHTING,2603080740,2603202240,APRON LGTS PARTLY U/S,"A2415/24 NOTAMN
Q) YSZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603080740 C) 2603202240
E) APRON LGTS PARTLY U/S",21,4,21,4,apron lgts partly
A1831/24,RJTT,QDAXX,AIRSPACE_RESTRICTION,2603080540,2604040340,PROHIBITED AREA W-497 ACTIVATED,"A1831/24 NOTAMN
Q) RJZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603080540 C) 2604040340
E) PROHIBITED AREA W-497 ACTIVATED",31,4,31,4,prohibited area activated
A1986/24,KJFK,QRPXX,AIRSPACE_RESTRICTION,2603052340,2603102240,UAS OPERATIONS PROHIBITED WI 22NM OF KLAX,"A1986/24 NOTAMN
Q) KJZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603052340 C) 2603102240
E) UAS OPERATIONS PROHIBITED WI 22NM OF KLAX",41,7,41,7,uas operations prohibited klax
A2464/24,OMDB,QLTBJ,LIGHTING,2603070040,2604032240,APRON LGTS PARTLY U/S,"A2464/24 NOTAMN
Q) OMZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603070040 C) 2604032240
E) APRON LGTS PARTLY U/S",21,4,21,4,apron lgts partly
A2486/24,OMDB,QLTAS,LIGHTING,2603061140,2603171240,PAPI RWY 09 OTS,"A2486/24 NOTAMN
Q) OMZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603061140 C) 2603171240
E) PAPI RWY 09 OTS",15,4,15,4,papi
A2740/24,OMDB,QOBXX,OBSTACLE,2603090540,2603201940,CRANE 2069FT ERECTED 10.2NM N OF LFPG ARP,"A2740/24 NOTAMN
Q) OMZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090540 C) 2603201940
E) CRANE 2069FT ERECTED 10.2NM N OF LFPG ARP",41,8,41,8,crane erected lfpg arp
A1730/24,YSSY,QNVAS,NAVIGATION_AID,2603070040,2603290140,ILS RWY 27 NOT AVAILABLE,"A1730/24 NOTAMN
Q) YSZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603070040 C) 2603290140
E) ILS RWY 27 NOT AVAILABLE",24,5,24,5,ils available
A1694/24,KATL,QNDXX,NAVIGATION_AID,2603090440,2603140840,DME LAM REDUCED POWER 48 PCT,"A1694/24 NOTAMN
Q) KAZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603090440 C) 2603140840
E) DME LAM REDUCED POWER 48 PCT",28,6,28,6,dme lam reduced power pct
